name,owner,stargazers,pullRequests,allIssues,closedIssues,primaryLanguage,createdAt
freeCodeCamp,{'login': 'freeCodeCamp'},{'totalCount': 410337},{'totalCount': 24372},{'totalCount': 18930},{'totalCount': 18759},{'name': 'TypeScript'},2014-12-24T17:49:19Z
free-programming-books,{'login': 'EbookFoundation'},{'totalCount': 350929},{'totalCount': 6787},{'totalCount': 1160},{'totalCount': 1131},{'name': 'HTML'},2013-10-11T06:50:37Z
awesome,{'login': 'sindresorhus'},{'totalCount': 348254},{'totalCount': 661},{'totalCount': 347},{'totalCount': 335},,2014-07-11T13:42:37Z
build-your-own-x,{'login': 'codecrafters-io'},{'totalCount': 338787},{'totalCount': 140},{'totalCount': 730},{'totalCount': 541},{'name': 'Markdown'},2018-05-09T12:03:18Z
public-apis,{'login': 'public-apis'},{'totalCount': 328166},{'totalCount': 1872},{'totalCount': 652},{'totalCount': 603},{'name': 'Python'},2016-03-20T23:49:42Z
coding-interview-university,{'login': 'jwasham'},{'totalCount': 312196},{'totalCount': 415},{'totalCount': 511},{'totalCount': 458},,2016-06-06T02:34:12Z
developer-roadmap,{'login': 'kamranahmedse'},{'totalCount': 308876},{'totalCount': 3339},{'totalCount': 2667},{'totalCount': 2529},{'name': 'TypeScript'},2017-03-15T13:45:52Z
system-design-primer,{'login': 'donnemartin'},{'totalCount': 289901},{'totalCount': 199},{'totalCount': 319},{'totalCount': 87},{'name': 'Python'},2017-02-26T16:15:28Z
996.ICU,{'login': '996icu'},{'totalCount': 270287},{'totalCount': 1068},{'totalCount': 0},{'totalCount': 0},,2019-03-26T07:31:14Z
awesome-python,{'login': 'vinta'},{'totalCount': 234877},{'totalCount': 543},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2014-06-27T21:00:06Z
react,{'login': 'facebook'},{'totalCount': 232500},{'totalCount': 11363},{'totalCount': 13535},{'totalCount': 12756},{'name': 'JavaScript'},2013-05-24T16:15:54Z
project-based-learning,{'login': 'practical-tutorials'},{'totalCount': 218523},{'totalCount': 182},{'totalCount': 190},{'totalCount': 78},,2017-04-12T05:07:46Z
awesome-selfhosted,{'login': 'awesome-selfhosted'},{'totalCount': 217620},{'totalCount': 2393},{'totalCount': 803},{'totalCount': 803},,2015-06-01T02:33:17Z
vue,{'login': 'vuejs'},{'totalCount': 208400},{'totalCount': 1136},{'totalCount': 10018},{'totalCount': 9664},{'name': 'TypeScript'},2013-07-29T03:24:51Z
Python,{'login': 'TheAlgorithms'},{'totalCount': 197537},{'totalCount': 2913},{'totalCount': 1556},{'totalCount': 1492},{'name': 'Python'},2016-07-16T09:44:01Z
javascript-algorithms,{'login': 'trekhleb'},{'totalCount': 190190},{'totalCount': 302},{'totalCount': 356},{'totalCount': 227},{'name': 'JavaScript'},2018-03-24T07:47:04Z
linux,{'login': 'torvalds'},{'totalCount': 188225},{'totalCount': 10},{'totalCount': 0},{'totalCount': 0},{'name': 'C'},2011-09-04T22:48:12Z
tensorflow,{'login': 'tensorflow'},{'totalCount': 188186},{'totalCount': 29272},{'totalCount': 40251},{'totalCount': 39447},{'name': 'C++'},2015-11-07T01:19:20Z
You-Dont-Know-JS,{'login': 'getify'},{'totalCount': 181093},{'totalCount': 367},{'totalCount': 936},{'totalCount': 855},,2013-11-16T02:37:24Z
CS-Notes,{'login': 'CyC2018'},{'totalCount': 178991},{'totalCount': 374},{'totalCount': 596},{'totalCount': 448},,2018-02-13T14:56:24Z
ohmyzsh,{'login': 'ohmyzsh'},{'totalCount': 176246},{'totalCount': 3289},{'totalCount': 4894},{'totalCount': 4760},{'name': 'Shell'},2009-08-28T18:15:37Z
computer-science,{'login': 'ossu'},{'totalCount': 175709},{'totalCount': 281},{'totalCount': 642},{'totalCount': 628},,2014-05-04T00:18:39Z
AutoGPT,{'login': 'Significant-Gravitas'},{'totalCount': 171783},{'totalCount': 2589},{'totalCount': 3141},{'totalCount': 2975},{'name': 'Python'},2023-03-16T09:21:07Z
bootstrap,{'login': 'twbs'},{'totalCount': 171591},{'totalCount': 8845},{'totalCount': 22621},{'totalCount': 22121},{'name': 'JavaScript'},2011-07-29T21:19:00Z
flutter,{'login': 'flutter'},{'totalCount': 168785},{'totalCount': 40931},{'totalCount': 103558},{'totalCount': 90571},{'name': 'Dart'},2015-03-06T22:54:58Z
vscode,{'login': 'microsoft'},{'totalCount': 167642},{'totalCount': 31343},{'totalCount': 190755},{'totalCount': 182080},{'name': 'TypeScript'},2015-09-03T20:23:38Z
gitignore,{'login': 'github'},{'totalCount': 164564},{'totalCount': 1575},{'totalCount': 0},{'totalCount': 0},,2010-11-08T20:17:14Z
Python-100-Days,{'login': 'jackfrued'},{'totalCount': 161090},{'totalCount': 13},{'totalCount': 660},{'totalCount': 114},{'name': 'Jupyter Notebook'},2018-03-01T16:05:52Z
the-book-of-secret-knowledge,{'login': 'trimstray'},{'totalCount': 158792},{'totalCount': 122},{'totalCount': 0},{'totalCount': 0},,2018-06-23T10:43:14Z
the-art-of-command-line,{'login': 'jlevy'},{'totalCount': 154787},{'totalCount': 317},{'totalCount': 254},{'totalCount': 136},,2015-05-20T15:11:03Z
JavaGuide,{'login': 'Snailclimb'},{'totalCount': 148239},{'totalCount': 1136},{'totalCount': 1073},{'totalCount': 1008},{'name': 'Java'},2018-05-07T13:27:00Z
stable-diffusion-webui,{'login': 'AUTOMATIC1111'},{'totalCount': 148224},{'totalCount': 1871},{'totalCount': 7749},{'totalCount': 5446},{'name': 'Python'},2022-08-22T14:05:26Z
javascript,{'login': 'airbnb'},{'totalCount': 146162},{'totalCount': 811},{'totalCount': 1347},{'totalCount': 1252},{'name': 'JavaScript'},2012-11-01T23:13:50Z
transformers,{'login': 'huggingface'},{'totalCount': 139955},{'totalCount': 14617},{'totalCount': 16704},{'totalCount': 15710},{'name': 'Python'},2018-10-29T13:56:00Z
awesome-go,{'login': 'avelino'},{'totalCount': 138581},{'totalCount': 3396},{'totalCount': 670},{'totalCount': 665},{'name': 'Go'},2014-07-06T13:42:15Z
youtube-dl,{'login': 'ytdl-org'},{'totalCount': 134321},{'totalCount': 1639},{'totalCount': 26688},{'totalCount': 22998},{'name': 'Python'},2010-10-31T14:35:07Z
next.js,{'login': 'vercel'},{'totalCount': 129596},{'totalCount': 20916},{'totalCount': 22410},{'totalCount': 19714},{'name': 'JavaScript'},2016-10-05T23:32:51Z
ollama,{'login': 'ollama'},{'totalCount': 128580},{'totalCount': 2007},{'totalCount': 6071},{'totalCount': 4697},{'name': 'Go'},2023-06-26T19:39:32Z
fucking-algorithm,{'login': 'labuladong'},{'totalCount': 126904},{'totalCount': 238},{'totalCount': 881},{'totalCount': 877},{'name': 'Markdown'},2020-02-19T09:01:23Z
go,{'login': 'golang'},{'totalCount': 125996},{'totalCount': 1},{'totalCount': 65568},{'totalCount': 56415},{'name': 'Go'},2014-08-19T04:33:40Z
30-seconds-of-code,{'login': 'Chalarangelo'},{'totalCount': 122741},{'totalCount': 821},{'totalCount': 296},{'totalCount': 296},{'name': 'JavaScript'},2017-11-29T17:35:03Z
tech-interview-handbook,{'login': 'yangshun'},{'totalCount': 122014},{'totalCount': 466},{'totalCount': 107},{'totalCount': 70},{'name': 'TypeScript'},2016-07-05T05:00:48Z
Microsoft-Activation-Scripts,{'login': 'massgravel'},{'totalCount': 120885},{'totalCount': 6},{'totalCount': 575},{'totalCount': 573},{'name': 'Batchfile'},2020-01-12T23:03:34Z
awesome-chatgpt-prompts,{'login': 'f'},{'totalCount': 120753},{'totalCount': 158},{'totalCount': 0},{'totalCount': 0},{'name': 'HTML'},2022-12-05T13:54:13Z
react-native,{'login': 'facebook'},{'totalCount': 120683},{'totalCount': 886},{'totalCount': 26655},{'totalCount': 26064},{'name': 'C++'},2015-01-09T18:10:16Z
scrcpy,{'login': 'Genymobile'},{'totalCount': 117943},{'totalCount': 109},{'totalCount': 5226},{'totalCount': 3017},{'name': 'C'},2017-11-21T18:00:27Z
electron,{'login': 'electron'},{'totalCount': 115562},{'totalCount': 21571},{'totalCount': 20547},{'totalCount': 19692},{'name': 'C++'},2013-04-12T01:47:36Z
PowerToys,{'login': 'microsoft'},{'totalCount': 115013},{'totalCount': 5082},{'totalCount': 31569},{'totalCount': 25755},{'name': 'C#'},2019-05-01T17:44:02Z
kubernetes,{'login': 'kubernetes'},{'totalCount': 113258},{'totalCount': 60734},{'totalCount': 46680},{'totalCount': 44795},{'name': 'Go'},2014-06-06T22:56:04Z
free-programming-books-zh_CN,{'login': 'justjavac'},{'totalCount': 112690},{'totalCount': 282},{'totalCount': 0},{'totalCount': 0},,2013-11-04T01:59:19Z
d3,{'login': 'd3'},{'totalCount': 109876},{'totalCount': 491},{'totalCount': 2224},{'totalCount': 2215},{'name': 'Shell'},2010-09-27T17:22:42Z
node,{'login': 'nodejs'},{'totalCount': 109779},{'totalCount': 9759},{'totalCount': 18797},{'totalCount': 17159},{'name': 'JavaScript'},2014-11-26T19:57:11Z
hello-algo,{'login': 'krahets'},{'totalCount': 109242},{'totalCount': 900},{'totalCount': 253},{'totalCount': 235},{'name': 'Java'},2022-11-04T11:08:34Z
axios,{'login': 'axios'},{'totalCount': 106360},{'totalCount': 935},{'totalCount': 4757},{'totalCount': 4196},{'name': 'JavaScript'},2014-08-18T22:30:27Z
three.js,{'login': 'mrdoob'},{'totalCount': 104460},{'totalCount': 13705},{'totalCount': 12846},{'totalCount': 12424},{'name': 'JavaScript'},2010-03-23T18:58:01Z
create-react-app,{'login': 'facebook'},{'totalCount': 103108},{'totalCount': 1949},{'totalCount': 8371},{'totalCount': 6560},{'name': 'JavaScript'},2016-07-17T14:55:11Z
TypeScript,{'login': 'microsoft'},{'totalCount': 102302},{'totalCount': 14547},{'totalCount': 41711},{'totalCount': 36187},{'name': 'TypeScript'},2014-06-17T15:28:39Z
deno,{'login': 'denoland'},{'totalCount': 101864},{'totalCount': 12379},{'totalCount': 12106},{'totalCount': 10143},{'name': 'Rust'},2018-05-15T01:34:26Z
nodebestpractices,{'login': 'goldbergyoni'},{'totalCount': 101853},{'totalCount': 765},{'totalCount': 325},{'totalCount': 284},{'name': 'Dockerfile'},2017-09-15T08:33:19Z
rust,{'login': 'rust-lang'},{'totalCount': 101436},{'totalCount': 61343},{'totalCount': 56665},{'totalCount': 46670},{'name': 'Rust'},2010-06-16T20:39:03Z
yt-dlp,{'login': 'yt-dlp'},{'totalCount': 101291},{'totalCount': 2518},{'totalCount': 8714},{'totalCount': 7204},{'name': 'Python'},2020-10-26T04:22:55Z
langchain,{'login': 'langchain-ai'},{'totalCount': 101236},{'totalCount': 13208},{'totalCount': 8213},{'totalCount': 7867},{'name': 'Jupyter Notebook'},2022-10-17T02:58:36Z
HelloGitHub,{'login': '521xueweihan'},{'totalCount': 98769},{'totalCount': 17},{'totalCount': 2751},{'totalCount': 2559},{'name': 'Python'},2016-05-04T06:24:11Z
terminal,{'login': 'microsoft'},{'totalCount': 97115},{'totalCount': 4029},{'totalCount': 13117},{'totalCount': 11518},{'name': 'C++'},2017-08-11T18:38:22Z
angular,{'login': 'angular'},{'totalCount': 97007},{'totalCount': 3698},{'totalCount': 28757},{'totalCount': 27244},{'name': 'TypeScript'},2014-09-18T16:12:01Z
material-ui,{'login': 'mui'},{'totalCount': 94851},{'totalCount': 19894},{'totalCount': 19831},{'totalCount': 18156},{'name': 'TypeScript'},2014-08-18T19:11:54Z
godot,{'login': 'godotengine'},{'totalCount': 94201},{'totalCount': 36267},{'totalCount': 55146},{'totalCount': 43785},{'name': 'C++'},2014-01-04T16:05:36Z
ant-design,{'login': 'ant-design'},{'totalCount': 93773},{'totalCount': 14992},{'totalCount': 30917},{'totalCount': 29708},{'name': 'TypeScript'},2015-04-24T15:37:24Z
excalidraw,{'login': 'excalidraw'},{'totalCount': 92882},{'totalCount': 3558},{'totalCount': 3863},{'totalCount': 2195},{'name': 'TypeScript'},2020-01-02T01:04:43Z
clean-code-javascript,{'login': 'ryanmcdermott'},{'totalCount': 92497},{'totalCount': 149},{'totalCount': 234},{'totalCount': 163},{'name': 'JavaScript'},2016-11-25T22:25:41Z
free-for-dev,{'login': 'ripienaar'},{'totalCount': 92388},{'totalCount': 2647},{'totalCount': 0},{'totalCount': 0},{'name': 'HTML'},2015-03-18T21:06:26Z
papers-we-love,{'login': 'papers-we-love'},{'totalCount': 91012},{'totalCount': 434},{'totalCount': 243},{'totalCount': 243},{'name': 'Shell'},2013-12-15T14:31:41Z
java-design-patterns,{'login': 'iluwatar'},{'totalCount': 90801},{'totalCount': 1458},{'totalCount': 942},{'totalCount': 817},{'name': 'Java'},2014-08-09T16:45:18Z
frp,{'login': 'fatedier'},{'totalCount': 90711},{'totalCount': 654},{'totalCount': 3703},{'totalCount': 3645},{'name': 'Go'},2015-12-21T15:24:59Z
iptv,{'login': 'iptv-org'},{'totalCount': 90423},{'totalCount': 6492},{'totalCount': 9957},{'totalCount': 9857},{'name': 'JavaScript'},2018-11-14T22:00:57Z
thefuck,{'login': 'nvbn'},{'totalCount': 90170},{'totalCount': 481},{'totalCount': 745},{'totalCount': 471},{'name': 'Python'},2015-04-08T15:08:04Z
puppeteer,{'login': 'puppeteer'},{'totalCount': 89784},{'totalCount': 5144},{'totalCount': 7074},{'totalCount': 6819},{'name': 'TypeScript'},2017-05-09T22:16:13Z
tauri,{'login': 'tauri-apps'},{'totalCount': 89703},{'totalCount': 4803},{'totalCount': 5209},{'totalCount': 4257},{'name': 'Rust'},2019-07-13T09:09:37Z
Awesome-Hacking,{'login': 'Hack-with-Github'},{'totalCount': 89177},{'totalCount': 34},{'totalCount': 0},{'totalCount': 0},,2016-03-30T15:47:10Z
vue-element-admin,{'login': 'PanJiaChen'},{'totalCount': 88747},{'totalCount': 311},{'totalCount': 3597},{'totalCount': 2357},{'name': 'Vue'},2017-04-17T03:35:49Z
DeepSeek-V3,{'login': 'deepseek-ai'},{'totalCount': 87448},{'totalCount': 17},{'totalCount': 406},{'totalCount': 299},{'name': 'Python'},2024-12-26T09:52:40Z
pytorch,{'login': 'pytorch'},{'totalCount': 87120},{'totalCount': 6001},{'totalCount': 49019},{'totalCount': 34471},{'name': 'Python'},2016-08-13T05:26:41Z
neovim,{'login': 'neovim'},{'totalCount': 86417},{'totalCount': 14624},{'totalCount': 12337},{'totalCount': 10784},{'name': 'Vim Script'},2014-01-31T13:39:22Z
every-programmer-should-know,{'login': 'mtdvio'},{'totalCount': 86244},{'totalCount': 99},{'totalCount': 51},{'totalCount': 22},,2017-08-24T13:18:26Z
storybook,{'login': 'storybookjs'},{'totalCount': 85918},{'totalCount': 10755},{'totalCount': 13161},{'totalCount': 11121},{'name': 'TypeScript'},2016-03-18T04:23:44Z
tailwindcss,{'login': 'tailwindlabs'},{'totalCount': 85858},{'totalCount': 2749},{'totalCount': 3979},{'totalCount': 3896},{'name': 'TypeScript'},2017-10-06T14:59:14Z
Web-Dev-For-Beginners,{'login': 'microsoft'},{'totalCount': 85140},{'totalCount': 497},{'totalCount': 295},{'totalCount': 240},{'name': 'JavaScript'},2020-11-10T02:44:00Z
rustdesk,{'login': 'rustdesk'},{'totalCount': 82568},{'totalCount': 3332},{'totalCount': 3298},{'totalCount': 3250},{'name': 'Rust'},2020-09-28T15:36:08Z
django,{'login': 'django'},{'totalCount': 82439},{'totalCount': 9536},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2012-04-28T02:47:18Z
nvm,{'login': 'nvm-sh'},{'totalCount': 82385},{'totalCount': 725},{'totalCount': 2254},{'totalCount': 1954},{'name': 'Shell'},2010-04-15T17:47:47Z
app-ideas,{'login': 'florinpop17'},{'totalCount': 82255},{'totalCount': 149},{'totalCount': 169},{'totalCount': 43},,2019-02-25T18:36:56Z
bitcoin,{'login': 'bitcoin'},{'totalCount': 82127},{'totalCount': 14927},{'totalCount': 8406},{'totalCount': 8021},{'name': 'C++'},2010-12-19T15:16:43Z
svelte,{'login': 'sveltejs'},{'totalCount': 81506},{'totalCount': 5474},{'totalCount': 7974},{'totalCount': 7200},{'name': 'JavaScript'},2016-11-20T18:13:05Z
ui,{'login': 'shadcn-ui'},{'totalCount': 81419},{'totalCount': 484},{'totalCount': 2802},{'totalCount': 2014},{'name': 'TypeScript'},2023-01-04T12:43:27Z
animate.css,{'login': 'animate-css'},{'totalCount': 81343},{'totalCount': 315},{'totalCount': 873},{'totalCount': 841},{'name': 'CSS'},2011-10-12T10:07:38Z
realworld,{'login': 'gothinkster'},{'totalCount': 81224},{'totalCount': 433},{'totalCount': 539},{'totalCount': 495},{'name': 'TypeScript'},2016-02-26T20:49:53Z
fastapi,{'login': 'fastapi'},{'totalCount': 81220},{'totalCount': 2554},{'totalCount': 3463},{'totalCount': 3411},{'name': 'Python'},2018-12-08T08:21:47Z
NextChat,{'login': 'ChatGPTNextWeb'},{'totalCount': 81146},{'totalCount': 869},{'totalCount': 3392},{'totalCount': 2820},{'name': 'TypeScript'},2023-03-10T18:27:54Z
opencv,{'login': 'opencv'},{'totalCount': 80699},{'totalCount': 12724},{'totalCount': 11007},{'totalCount': 8442},{'name': 'C++'},2012-07-19T09:40:17Z
gin,{'login': 'gin-gonic'},{'totalCount': 80436},{'totalCount': 1046},{'totalCount': 2288},{'totalCount': 1647},{'name': 'Go'},2014-06-16T23:57:25Z
DeepSeek-R1,{'login': 'deepseek-ai'},{'totalCount': 80027},{'totalCount': 7},{'totalCount': 401},{'totalCount': 156},,2025-01-20T11:57:28Z
awesome-mac,{'login': 'jaywcjlove'},{'totalCount': 79825},{'totalCount': 946},{'totalCount': 452},{'totalCount': 342},{'name': 'JavaScript'},2016-07-17T15:33:47Z
laravel,{'login': 'laravel'},{'totalCount': 79709},{'totalCount': 1608},{'totalCount': 0},{'totalCount': 0},{'name': 'PHP'},2011-06-08T03:06:08Z
mall,{'login': 'macrozheng'},{'totalCount': 79170},{'totalCount': 1},{'totalCount': 496},{'totalCount': 481},{'name': 'Java'},2018-04-04T01:11:44Z
hugo,{'login': 'gohugoio'},{'totalCount': 78220},{'totalCount': 2782},{'totalCount': 7586},{'totalCount': 7139},{'name': 'Go'},2013-07-04T15:26:26Z
FiraCode,{'login': 'tonsky'},{'totalCount': 78211},{'totalCount': 136},{'totalCount': 1344},{'totalCount': 944},{'name': 'Clojure'},2014-11-11T19:32:38Z
supabase,{'login': 'supabase'},{'totalCount': 77838},{'totalCount': 11170},{'totalCount': 4176},{'totalCount': 3863},{'name': 'TypeScript'},2019-10-12T05:56:49Z
open-webui,{'login': 'open-webui'},{'totalCount': 77702},{'totalCount': 1714},{'totalCount': 4061},{'totalCount': 3911},{'name': 'JavaScript'},2023-10-06T22:08:27Z
models,{'login': 'tensorflow'},{'totalCount': 77399},{'totalCount': 2337},{'totalCount': 7295},{'totalCount': 6231},{'name': 'Python'},2016-02-05T01:15:20Z
advanced-java,{'login': 'doocs'},{'totalCount': 77054},{'totalCount': 86},{'totalCount': 147},{'totalCount': 142},{'name': 'Java'},2018-10-06T11:38:30Z
whisper,{'login': 'openai'},{'totalCount': 76771},{'totalCount': 110},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2022-09-16T20:02:54Z
core,{'login': 'home-assistant'},{'totalCount': 76685},{'totalCount': 69791},{'totalCount': 57395},{'totalCount': 54503},{'name': 'Python'},2013-09-17T07:29:48Z
bun,{'login': 'oven-sh'},{'totalCount': 76351},{'totalCount': 4709},{'totalCount': 10694},{'totalCount': 6698},{'name': 'Zig'},2021-04-14T00:48:17Z
spring-boot,{'login': 'spring-projects'},{'totalCount': 76230},{'totalCount': 42},{'totalCount': 37126},{'totalCount': 36588},{'name': 'Java'},2012-10-19T15:02:57Z
mermaid,{'login': 'mermaid-js'},{'totalCount': 76000},{'totalCount': 2265},{'totalCount': 3132},{'totalCount': 2008},{'name': 'TypeScript'},2014-11-01T23:52:32Z
LeetCodeAnimation,{'login': 'MisterBooo'},{'totalCount': 75714},{'totalCount': 63},{'totalCount': 61},{'totalCount': 42},{'name': 'Java'},2018-12-06T08:01:22Z
v2rayN,{'login': '2dust'},{'totalCount': 75409},{'totalCount': 196},{'totalCount': 5364},{'totalCount': 5348},{'name': 'C#'},2019-07-30T03:47:24Z
manim,{'login': '3b1b'},{'totalCount': 75184},{'totalCount': 624},{'totalCount': 1188},{'totalCount': 751},{'name': 'Python'},2015-03-22T18:50:58Z
llama.cpp,{'login': 'ggml-org'},{'totalCount': 75003},{'totalCount': 4107},{'totalCount': 4580},{'totalCount': 4230},{'name': 'C++'},2023-03-10T18:58:00Z
Font-Awesome,{'login': 'FortAwesome'},{'totalCount': 74683},{'totalCount': 209},{'totalCount': 19578},{'totalCount': 15481},{'name': 'JavaScript'},2012-02-17T14:19:43Z
json-server,{'login': 'typicode'},{'totalCount': 73682},{'totalCount': 121},{'totalCount': 1161},{'totalCount': 546},{'name': 'JavaScript'},2013-11-27T13:21:13Z
netdata,{'login': 'netdata'},{'totalCount': 73568},{'totalCount': 9984},{'totalCount': 8021},{'totalCount': 7874},{'name': 'C'},2013-06-17T18:39:10Z
awesome-interview-questions,{'login': 'DopplerHQ'},{'totalCount': 73330},{'totalCount': 176},{'totalCount': 62},{'totalCount': 35},,2015-11-28T09:48:17Z
awesome-vue,{'login': 'vuejs'},{'totalCount': 72597},{'totalCount': 3544},{'totalCount': 223},{'totalCount': 189},,2015-10-20T00:16:14Z
gpt4all,{'login': 'nomic-ai'},{'totalCount': 72567},{'totalCount': 932},{'totalCount': 2123},{'totalCount': 1475},{'name': 'C++'},2023-03-27T18:49:32Z
awesome-for-beginners,{'login': 'MunGell'},{'totalCount': 71825},{'totalCount': 432},{'totalCount': 171},{'totalCount': 166},,2015-10-24T19:53:36Z
elasticsearch,{'login': 'elastic'},{'totalCount': 71706},{'totalCount': 73567},{'totalCount': 38361},{'totalCount': 34359},{'name': 'Java'},2010-02-08T13:20:56Z
github-readme-stats,{'login': 'anuraghazra'},{'totalCount': 71578},{'totalCount': 1219},{'totalCount': 1271},{'totalCount': 1095},{'name': 'JavaScript'},2020-07-09T10:34:22Z
generative-ai-for-beginners,{'login': 'microsoft'},{'totalCount': 71267},{'totalCount': 315},{'totalCount': 139},{'totalCount': 135},{'name': 'Jupyter Notebook'},2023-06-19T16:28:59Z
ML-For-Beginners,{'login': 'microsoft'},{'totalCount': 71185},{'totalCount': 371},{'totalCount': 139},{'totalCount': 136},{'name': 'HTML'},2021-03-03T01:34:05Z
funNLP,{'login': 'fighting41love'},{'totalCount': 71122},{'totalCount': 14},{'totalCount': 77},{'totalCount': 47},{'name': 'Python'},2018-08-21T11:20:39Z
dify,{'login': 'langgenius'},{'totalCount': 70938},{'totalCount': 5001},{'totalCount': 6674},{'totalCount': 6278},{'name': 'TypeScript'},2023-04-12T07:40:24Z
vite,{'login': 'vitejs'},{'totalCount': 70857},{'totalCount': 5108},{'totalCount': 7743},{'totalCount': 7299},{'name': 'TypeScript'},2020-04-21T05:03:57Z
code-server,{'login': 'coder'},{'totalCount': 69935},{'totalCount': 1517},{'totalCount': 3603},{'totalCount': 3472},{'name': 'TypeScript'},2019-02-27T16:50:41Z
stable-diffusion,{'login': 'CompVis'},{'totalCount': 69666},{'totalCount': 5},{'totalCount': 720},{'totalCount': 194},{'name': 'Jupyter Notebook'},2022-08-10T14:36:44Z
Front-End-Checklist,{'login': 'thedaviddias'},{'totalCount': 69599},{'totalCount': 179},{'totalCount': 148},{'totalCount': 148},,2017-10-16T10:12:36Z
playwright,{'login': 'microsoft'},{'totalCount': 69562},{'totalCount': 14058},{'totalCount': 15339},{'totalCount': 14612},{'name': 'TypeScript'},2019-11-15T18:32:42Z
nest,{'login': 'nestjs'},{'totalCount': 69546},{'totalCount': 6818},{'totalCount': 5534},{'totalCount': 5503},{'name': 'TypeScript'},2017-02-04T20:12:52Z
moby,{'login': 'moby'},{'totalCount': 69220},{'totalCount': 20733},{'totalCount': 22832},{'totalCount': 19708},{'name': 'Go'},2013-01-18T18:10:57Z
HowToCook,{'login': 'Anduin2017'},{'totalCount': 69191},{'totalCount': 519},{'totalCount': 677},{'totalCount': 300},{'name': 'Dockerfile'},2020-02-29T10:43:49Z
flask,{'login': 'pallets'},{'totalCount': 68870},{'totalCount': 1590},{'totalCount': 2667},{'totalCount': 2665},{'name': 'Python'},2010-04-06T11:11:59Z
node,{'login': 'base'},{'totalCount': 68564},{'totalCount': 141},{'totalCount': 207},{'totalCount': 158},{'name': 'Shell'},2023-02-01T13:55:02Z
system-design-101,{'login': 'ByteByteGoHq'},{'totalCount': 68559},{'totalCount': 21},{'totalCount': 50},{'totalCount': 15},,2023-09-18T20:52:03Z
screenshot-to-code,{'login': 'abi'},{'totalCount': 68493},{'totalCount': 45},{'totalCount': 366},{'totalCount': 274},{'name': 'Python'},2023-11-14T17:53:32Z
reveal.js,{'login': 'hakimel'},{'totalCount': 68397},{'totalCount': 405},{'totalCount': 2431},{'totalCount': 1677},{'name': 'JavaScript'},2011-06-07T18:54:22Z
hoppscotch,{'login': 'hoppscotch'},{'totalCount': 68379},{'totalCount': 1661},{'totalCount': 1791},{'totalCount': 1284},{'name': 'TypeScript'},2019-08-21T13:15:24Z
cs-video-courses,{'login': 'Developer-Y'},{'totalCount': 68169},{'totalCount': 166},{'totalCount': 145},{'totalCount': 143},,2016-10-21T17:02:11Z
fzf,{'login': 'junegunn'},{'totalCount': 68160},{'totalCount': 563},{'totalCount': 2887},{'totalCount': 2649},{'name': 'Go'},2013-10-23T16:04:23Z
swift,{'login': 'swiftlang'},{'totalCount': 68148},{'totalCount': 52329},{'totalCount': 16070},{'totalCount': 9070},{'name': 'C++'},2015-10-23T21:15:07Z
ComfyUI,{'login': 'comfyanonymous'},{'totalCount': 68129},{'totalCount': 660},{'totalCount': 4611},{'totalCount': 2664},{'name': 'Python'},2023-01-17T03:15:56Z
redis,{'login': 'redis'},{'totalCount': 68067},{'totalCount': 3946},{'totalCount': 6626},{'totalCount': 4546},{'name': 'C'},2009-03-21T22:32:25Z
devops-exercises,{'login': 'bregman-arie'},{'totalCount': 67979},{'totalCount': 282},{'totalCount': 92},{'totalCount': 60},{'name': 'Python'},2019-10-03T17:31:21Z
syncthing,{'login': 'syncthing'},{'totalCount': 67799},{'totalCount': 2608},{'totalCount': 5588},{'totalCount': 5217},{'name': 'Go'},2013-11-26T09:48:21Z
gpt_academic,{'login': 'binary-husky'},{'totalCount': 67640},{'totalCount': 221},{'totalCount': 1702},{'totalCount': 1464},{'name': 'Python'},2023-03-20T09:05:13Z
awesome-machine-learning,{'login': 'josephmisiti'},{'totalCount': 67020},{'totalCount': 849},{'totalCount': 91},{'totalCount': 91},{'name': 'Python'},2014-07-15T19:11:19Z
awesome-react,{'login': 'enaqx'},{'totalCount': 66907},{'totalCount': 779},{'totalCount': 108},{'totalCount': 107},,2014-08-06T05:31:44Z
protobuf,{'login': 'protocolbuffers'},{'totalCount': 66671},{'totalCount': 6805},{'totalCount': 6432},{'totalCount': 6229},{'name': 'C++'},2014-08-26T15:52:15Z
grafana,{'login': 'grafana'},{'totalCount': 66596},{'totalCount': 51097},{'totalCount': 38983},{'totalCount': 35106},{'name': 'TypeScript'},2013-12-11T15:59:56Z
express,{'login': 'expressjs'},{'totalCount': 66359},{'totalCount': 410},{'totalCount': 3934},{'totalCount': 3833},{'name': 'JavaScript'},2009-06-26T18:56:01Z
Best-websites-a-programmer-should-visit,{'login': 'sdmg15'},{'totalCount': 66064},{'totalCount': 428},{'totalCount': 170},{'totalCount': 101},,2017-03-05T20:25:17Z
d2l-zh,{'login': 'd2l-ai'},{'totalCount': 65989},{'totalCount': 1019},{'totalCount': 0},{'totalCount': 0},{'name': 'Python'},2017-08-23T04:40:24Z
